product_name,aisle,product_id
Good & Clean Gentle Acne Wash,skin care,525
Alcohol Free Maple Flavor,spices seasonings,526
Invigorating Face Wash Men,facial care,527
Tasty Treasures Cat Food Variety Pack,cat food care,528
Essentials Foaming Facial Cleanser,facial care,529
7UP,soft drinks,530
Adult Dog Formula Dog Food,dog food care,531
Unsalted Pretzel Round,chips pretzels,532
Stuffed Pasta Shells,frozen meals,533
"Tomato Paste with Basil, Oregano & Garlic Flavor",canned jarred vegetables,534
Rescue Remedy,other,535
Belgian Waffles,frozen breakfast,536
Kosher Dill Babies,pickled goods olives,537
Take Alongs Twist & Seal Liquid Storage,food storage,538
Tri Color Tortilla Strips,salad dressing toppings,539
Beef Strips Portabella Complete Meals,frozen meals,540
with Dawn Action Pacs Fresh Scent Dishwasher Detergent Pacs,dish detergents,541
Medium to Firm Hold Hair Styling Foam,hair care,542
Rice & Bean Snack Chips With Adzuki Beans Chipotle Cheese,chips pretzels,543
Classic Original Hummus,fresh dips tapenades,544
Creamy Danish Blue Cheese Wedge,packaged cheese,545
Tomatillo Salsa,preserved dips spreads,546
1000 Roses Floral Toner for Sensitive Skin,skin care,547
Hi-Chew Strawberry Fruit,asian foods,548
Cranberry Almond Fruit Clusters Dried Cranberries,trail mix snack mix,549
"Granola, Veritas, Organic",granola,550
"Riesling, Mosel, 2014",white wines,551
Organic Mango Peach Carrot Kickstart Smoothie,frozen produce,552
BBQ Concentrate & Marinade Sauce,marinades meat preparation,553
Turkey Chili,prepared soups salads,554
Even The Kitchen Sink Kitchen & Bath Scrubber,cleaning products,555
Bake & Break Cheese Garlic Loaf,missing,556
Red Seedless Grapes Imported,fresh fruits,557
Organic Raw Almond Butter,spreads,558
Cookie Chips Crunchy Dark Chocolate Chocolate Chip Cookies,cookies cakes,559
Tea Temples Green Tea With Mint,tea,560
Smoke Roasted Wild Sockeye Asian Sesame Salmon,packaged seafood,561
Traditional Tartar Sauce,missing,562
Pure Moringa Vegetable Powder,vitamins supplements,563
Embrace Sensitive Women's 5 Blade Disposable Razors,shave needs,564
Light and Fluffy  Blueberry Pancake Mix,hot cereal pancake mixes,565
Organic Thin Sliced 100% Whole Wheat Bread,bread,566
Malbec Red Wine,red wines,567
Artisan Style Melts Quattro Formaggi Pizza,frozen pizza,568
Golden Cupcakes 8 Pack,cookies cakes,569
White Chicken Chili with Beans Pouch,canned meals beans,570
Thin & Crispy Crust Pepperoni Pizza,frozen pizza,571
Brown Bobby Pins,hair care,572
Red Roses,more household,573
Crunch Vanilla Sugar Mini Cookies,cookies cakes,574
Organic Medium Yellow Thai Curry,condiments,575
Vanilla Sugar Cookies,cookies cakes,576
Liqui-Gels Softgels Dye-Free Allergy,cold flu allergy,577
"10\"" Bamboo Skewers",kitchen supplies,578
Stain Odor Eliminator Detergent,laundry,579
Washington State Merlot,red wines,580
Garnet Sweet Potato (Yam),fresh vegetables,581
Lite Whipped Topping,frozen dessert,582
Vanilla Incense of Auroville,air fresheners candles,583
Organic Blueberry Pomegranate Whole Milk Yogurt,yogurt,584
Pretzel Thins Parmesan Herb Crackers,crackers,585
Geranium Daily Bar Soap,soap,586
Air Effects Gain Island Fresh,air fresheners candles,587
Special K Original Cereal,cereal,588
Salsa Roja,preserved dips spreads,589
Almonds Roasted and Salted,nuts seeds dried fruit,590
Oreo Cookies and Cream Chocolate Frozen Dairy Dessert,ice cream ice,591
SpongeBob Shapes Macaroni & Cheese Dinner,instant foods,592
"Linguine, No. 6",dry pasta,593
Gluten Free Peanut Butter Berry  Chewy With A Crunch Granola Bars,energy granola bars,594
Injera Flat Bread,tortillas flat bread,595
Dailyfoods Vitamin D-3 2000 IU,vitamins supplements,596
Chicken & Brown Rice Formula Cat Food,cat food care,597
Cabernet Sauvignon California,red wines,598
Floor Care Tile & Vinyl Floor Finish Clean Scent,cleaning products,599
Thick & Zesty Spaghetti Sauce Mix,spices seasonings,600
Organic Crunchy Slaw Americana Salad,packaged vegetables fruits,601
Banana Chocolate Chip,frozen breakfast,602
NasaFlo Neti Pot Sinus Relief with Premixed,cold flu allergy,603
Cookie Sheets,kitchen supplies,604
Natural Liquid Laundry Detergent - Blue Eucalyptus and Lavender,laundry,605
Salted Caramel Ice Cream,ice cream ice,606
Goober Strawberry,spreads,607
Sparkling Lemon Seltzer Water,water seltzer sparkling water,608
Clarified Lime Juice,baking ingredients,609
Mac & Cheezy Ravioli For Kids,frozen meals,610
Uncured Hard Salami,lunch meat,611
"Rice, Extra Long Grain, Enriched",grains rice dried goods,612
"Infinity Always Infinity Size 2 Super Pads with Wings, Unscented, 16 ct Feminine Care",feminine care,613
Plain Dairy-Free Probiotic Drinkable Cashewgurt,missing,614
Supreme Pretzel Crackers,chips pretzels,615
Silken Tofu,tofu meat alternatives,616
Organic Mozzarella,packaged cheese,617
Apple Sparkling Juice Beverage,juice nectars,618
Spanish Peanuts,nuts seeds dried fruit,619
Norwegian Salmon Oil Omega-3s EPA & DHA Dietary Supplement Soft Gels 1000 mg,vitamins supplements,620
98% Fat Free Cream Of Chicken Soup,soup broth bouillon,621
Fudge Brownies with English Walnuts,cookies cakes,622
Fun Size Snacks,candy chocolate,623
Chub Chorizo,missing,624
"Chicken Breast Nuggets, Dinosaur Shaped",frozen meat seafood,625
Organic Hearty Garden Vegetable Soup,soup broth bouillon,626
Low Fat Honey Graham Crackers,cookies cakes,627
Fresh Oj,juice nectars,628
Probiotics Women 50 & Wiser Vegetarian Capsules,digestion,629
Snack Size Candy,candy chocolate,630
Original Puffcorn,chips pretzels,631
Satin Care Sensitive Skin Shave Gel,shave needs,632
Coconut Milk Creamer Barista Style Original,soy lactosefree,633
Organic California Blend,frozen produce,634
Little Bites Snickerdoodle Muffins,cookies cakes,635
Red Raspberry Jam,spreads,636
Multigrain Peanut Butter Cereal,cereal,637
Won Ton Wrappers,asian foods,638
Green Berry Rush Juice Drink,juice nectars,639
Spicy Tomato & Basil Pasta Sauce,pasta sauce,640
Cheddar Cheese Curds,packaged cheese,641
Three Cheese Ravioli,fresh pasta,642
"Kidney Beans, Dark, Premium",latino foods,643
Organic Southwestern Vegetable Soup,soup broth bouillon,644
"Prenatal One, Tablets",vitamins supplements,645
Organic Fruit Punch,juice nectars,646
Melanie Medleys Vegetable Cream Cheese,cream,647
Elbow Macaroni,dry pasta,648
Classic coke,soft drinks,649
Pop'n Hot! Vegan Broccoli Poppers,fruit vegetable snacks,650
Organic Salted Butter,butter,651
Garden Strawberry Fruit Spread,spreads,652
"Flax, Oat Bran & Whole Wheat Flour Tortillas",tortillas flat bread,653
Ultra Thin Super Long with Wings Pads,feminine care,654
Fettucine Paglia & Fieno Enriched Egg Pasta,dry pasta,655
Biotin Super Strength 7500 mcg Tablets,vitamins supplements,656
"Nutrition Bar, Raw Organic, Pineapple Almond + Raw Protein",energy granola bars,657
Keebler Sandies Cashew 12.8 Oz,cookies cakes,658
Zero Strawberry Lemon,water seltzer sparkling water,659
Foldit Flatbreads Artisan Rosemary & Olive Oil,tortillas flat bread,660
Sweet Lemon Rain Dance Bar,breakfast bars pastries,661
Ultra Concentrated Antibacterial Hand Soap Lemon Scent Dishwashing Liquid,dish detergents,662
Pico De Gallo,fresh dips tapenades,663
Cream Style Corn,canned jarred vegetables,664
Imitation Crabmeat,packaged seafood,665
Whole Wheat Loaves,bread,666
"Automatic Dish Packs, Lemon Verbena Scent",laundry,667
Chicken Liver Paté Canned Cat Food,cat food care,668
The Santa Cruz Burrito,frozen meals,669
"Coconut Drink, Vanilla",soy lactosefree,670
Vegan Shells & Creamy Sauce Mac & Cheese Macaroni & Cheese Organic,instant foods,671
Double Berry Cheesecake,ice cream ice,672
Chicken Base,soup broth bouillon,673
Sponge Blossoms,cleaning products,674
"Thin Cakes, Puffed Multigrain",crackers,675
Sunset Blush,other,676
Peach Aloe Vera Drink,juice nectars,677
Original Minis Pretzel Chips,chips pretzels,678
Awesome Strength Paper Towels,paper goods,679
Acne Dote Clean 'n Treat Towellettes,skin care,680
Whole Wheat Mini Toasts,crackers,681
Cruisers Diapers Jumbo Pack - Size 5,diapers wipes,682
Town House Sea Salt & Olive Oil Flatbread Crisps,crackers,683
Organic Elmo Vegetable Soup,soup broth bouillon,684
Organic Porcini Mushroom Risotto,instant foods,685
Tea Tree + Sea Buckthorn Calming Shampoo,hair care,686
Cocktail Time Hummus,fresh dips tapenades,687
Sausage Gravy & Biscuit,frozen breakfast,688
"Antibacterial, Pomegranate & Tangerine Hand Soap with Moisturizer",body lotions soap,689
Vegetable Hearty Garden Soup,missing,690
Organic Promise Strawberry Fields Cereal,cereal,691
Skirt Steak,meat counter,692
Tropical Brain Toniq,energy sports drinks,693
Greek & Chia Blood Orange Yogurt,yogurt,694
Diet Dr Pepper Bottles,soft drinks,695
Tea Tree Replenishing Shampoo,hair care,696
Quick Cooking Steel Cut Oats,hot cereal pancake mixes,697
Baby's Mineral Lotion Spf 50,soap,698
Sugo Rosa Pasta Sauce,pasta sauce,699
Jet Fuel Dark Roast Whole Bean Coffee,coffee,700
Blueberry Blast Bar,energy granola bars,701
Cheese Spread Port Wine,specialty cheeses,702
Traditional No Fat Refried Beans,canned meals beans,703
Outlast Xtend Clean Lavender Invisible Solid,deodorants,704
Fajita Flour Tortillas,tortillas flat bread,705
Furniture Polish Lemon Scent,cleaning products,706
XyliWhite Platinum Mint Toothpaste Gel,oral hygiene,707
Unscented Regular Sleek Tampons,feminine care,708
Soft Eating Mango Flavor Liquorice,candy chocolate,709
Garlic Barrel Pickles,pickled goods olives,710
Vegetarian Brown  Gravy Mix,marinades meat preparation,711
Direct Trade El Diablo Dark Roast Whole Bean Coffee,coffee,712
Pink Moscato California,other,713
Breakfast Blend Light Roast K-Cup Packs,coffee,714
Vitamin C Formula 1000 mg Vegetarian Tablets,vitamins supplements,715
Mouthwash Clean Mint Listerine® Zero™,oral hygiene,716
Sweeper Open Window Fresh Scent Wet Mopping Cloths Refill,cleaning products,717
Traditional Chicken Tuscany Soup,soup broth bouillon,718
Scars Cream + SPF 30,first aid,719
Artisan Spiced Pecan Turtle Ice Cream,ice cream ice,720
Sweet Chai of Mine Chai Tea Bags,tea,721
Snack Sticks Chicken & Rice Recipe Dog Treats,dog food care,722
Movie Theater Butter Pop Corn,popcorn jerky,723
Pods Spring Meadow Detergent + Stain Remover + Brightener,laundry,724
Ceylon Cinnamon,spices seasonings,725
Gluten-Free Boom Chicka Pop Sweet & Spicy Popcorn,popcorn jerky,726
HE Turbo Powder Original  Laundry Detergent,laundry,727
"Wraps, Turmeric",tortillas flat bread,728
Superfood Bar Goji Acai Organic,energy granola bars,729
Restorative Biotin Conditioner,hair care,730
Wild Mushroom Vegetarian Quarter Loaf,tofu meat alternatives,731
Lemon Fresh Multi Surface Cleaner,cleaning products,732
Cinnamon Pop'ettes,cookies cakes,733
Salame All Natural Uncured Pepperoni,lunch meat,734
Four Cheese Pizza Frozen Sandwiches,frozen appetizers sides,735
"Beer, IPA",beers coolers,736
100% Whole Wheat Flour Burrito Tortillas,tortillas flat bread,737
Almond Breeze Unsweetened Almond Coconut Milk Blend,soy lactosefree,738
Gourmet Australian Style Liquorice,candy chocolate,739
Celery Heart,packaged vegetables fruits,740
Bean Threads,asian foods,741
Organic Raw Coconut Aminos,condiments,742
Pepperoni Party Pizza,frozen pizza,743
Organic Four Bean Feast Baby Food,baby food formula,744
Complete Funfetti Buttermilk Pancake & Waffle Mix,hot cereal pancake mixes,745
Honeydew Hawaiian Shampoo,hair care,746
Xylitol Sweetener,baking ingredients,747
Romaine,packaged vegetables fruits,748
Dark Chocolate Bar 68% Cacao,candy chocolate,749
Marble Cake Slice,bakery desserts,750
Clean Day Countertop Spray,cleaning products,751
Tomatillos Tomatoes,latino foods,752
Milk Chocolate Toffee Bits,baking ingredients,753
Hydro Silk Women's Sensitive Skin Refill Blades,shave needs,754
Skim Milk sharp Cheddar Cheese Singles,packaged cheese,755
Malt Vinegar & Sea Salt Kettle Cooked Potato Chips,chips pretzels,756
Premium Deli Hard Salami,lunch meat,757
No Sugar Added The Original Fudge Pops,ice cream ice,758
Pain Reliever and Fever Reducer Cherry Infant Drops,cold flu allergy,759
Cracker Trio Selected Favorites,crackers,760
Tidy Cats 4-in-1 Strength Cat Litter,cat food care,761
100% Columbian Coffee,coffee,762
Lemonade Flavor Drink Mix,cocoa drink mixes,763
Classic Butter Microwave Popcorn,popcorn jerky,764
Swaddlers Diapers Jumbo Pack Size Newborn,diapers wipes,765
Refried Beans Vegetarian,latino foods,766
Organic Fiber Fruit Blend,frozen produce,767
Nacho Grain-Free Tortilla Chips,missing,768
Sliced American Cheese,packaged cheese,769
Preference Fade-Defying Color + Shine System 9.5NB Lightest Natural Blonde,hair care,770
Butter Flavor Pan Popcorn,popcorn jerky,771
Deluxe White Cheddar & Bacon Macaroni & Cheese Dinner,instant foods,772
Double Control Small Roach Baits Insecticide,more household,773
Organic 100% Whole Wheat Rigatoni,dry pasta,774
Organic Dried Cranberries,nuts seeds dried fruit,775
Fruit Salad Gummi Candy,candy chocolate,776
Teensy Fruits Baby Fruit Snacks Berry,baby food formula,777
All Natural Homestyle California Lemon Limeade,refrigerated,778
Cat Treats Hair Ball Control Chicken,cat food care,779
Breadstick,bread,780
Organic Shredded Mild Cheddar,packaged cheese,781
"85% Lean, 15% Fat Ground Turkey (013021)",packaged poultry,782
Mega Mag,vitamins supplements,783
Organic Vegetable Tray,fresh vegetables,784
Get Lost Weight Loss Tea,tea,785
Thick Gel Toilet Bowl Cleaner,cleaning products,786
Coconut Lime Lip Balm,facial care,787
XXX Acai Blueberry Pomegranate,energy sports drinks,788
Ultimate Absorbency Regular Length,feminine care,789
Garbanzo Beans,canned meals beans,790
Creamy Chocolate Sugar Free Powder Coffee Creamer,cream,791
Organic Pasteurized Apple Juice,juice nectars,792
Organic Spinach Quinoa Powermeal Bowl,packaged vegetables fruits,793
Pad Thai Rice Noodles,asian foods,794
"Organic Fuel, High Protein Milk Shake, Vanilla",protein meal replacements,795
Chocolate Reese's Peanut Butter Cup Creme Oreo,cookies cakes,796
Unstopables Downy Unstopables Dreams In-Wash Scent Booster Fabric Enhancer 13.2oz Fabric Enhancers,laundry,797
Mega Shower Foamer with Ultra Cling Trigger,cleaning products,798
Fresh Cut Specialties Cut Golden Wax Beans,canned jarred vegetables,799
Organic Classic Caraway Kraut,pickled goods olives,800
Advanced Care Skin Renew Anti-Perspirant Deodorant,deodorants,801
Organic Super Berry Juice,refrigerated,802
Heirloom Boysenberries,frozen produce,803
Ratatouille,missing,804
Vitamin D3 1000 I.U Vegetable Capsules,vitamins supplements,805
100% Cranberry Juice Blend,juice nectars,806
For Chicken Marinade,marinades meat preparation,807
Wild Raspberry Hibiscus Caffiene Free Herbal Tea Bags,tea,808
Bolani Pumpkin Filled Flatbread,prepared meals,809
Organic Honey Mustard,condiments,810
Chocolate Decorating Cookie Icing,baking supplies decor,811
Healthy Grains Oats & Honey Clusters with Toasted Coconut Gluten Free,granola,812
Spinach Pesto,pasta sauce,813
Trix Cotton Candy Yogurt,yogurt,814
Orange Flavored Sports Drink,energy sports drinks,815
Calcium Lime & Rust Remover,cleaning products,816
3rd Foods Chicken Noodle Dinner,baby food formula,817
Micro Craft Beer,beers coolers,818
Totality Multi-Symptom Relief,eye ear care,819
Vanilla Almond Butter Squeeze,spreads,820
Cranberry Urinary Tract Health,feminine care,821
Spicy Jalapeno Ranch Popcorn,popcorn jerky,822
Refreshing Ocean Breeze Body Wash,body lotions soap,823
Flourless Chocolate Truffle Cake,bakery desserts,824
Cream Cleanser for Normal to Dry Skin,skin care,825
Original No-Stick Cooking Spray,oils vinegars,826
Albacore Chunk White Tuna in Water,canned meat seafood,827
Euro Sponge Cloths,cleaning products,828
Compleats Good Mornings Bacon Breakfast Scramble,instant foods,829
Skinny Wheat Buns,bread,830
All Natural Premium Cornish Hen,frozen meat seafood,831
High Protein Chocolate Light Milk Shake,protein meal replacements,832
Hearts Assortment,candy chocolate,833
Single Classic Canned Meat,canned meals beans,834
Lemon Verbena Bar Soap,soap,835
Sliced Onion Bagels,breakfast bakery,836
California Merlot,red wines,837
"Goat Cheese, Spreadable, Breakfast, Fig",preserved dips spreads,838
Glass Bottles,soft drinks,839
Coco Joe Pumpkin Seeds,nuts seeds dried fruit,840
Thick Cut Italian 7-Herb Blend Crispbreads,crackers,841
Sugar Free Fruit Juicy Red Drink Mix,cocoa drink mixes,842
Mountain Stream Fabric Softener,laundry,843
Polska Kielbasa,hot dogs bacon sausage,844
NyQuil Severe Cold & Flu,cold flu allergy,845
Apple Green Cups,plates bowls cups flatware,846
Gluten Free Sugar Cookie Mix,doughs gelatins bake mixes,847
"Cat Food, Premium, Adult Cat Formula",cat food care,848
Blueberry & Banana Tiny Fruits Freeze Dried Snacks,baby food formula,849
Crunchy & Soft Taco Dinner Kit,latino foods,850
Chile Con Queso Potato Crisps,chips pretzels,851
Light String Cheese,packaged cheese,852
Crunchy Granola Bars Variety Pack,breakfast bars pastries,853
Traditional Red Miso,asian foods,854
Clamato Chelada Beer,beers coolers,855
Asiago Cheese Bread,packaged cheese,856
Grilled Asparagus,packaged vegetables fruits,857
"Pomegranate Coconut Sparkling Probiotic Drink, Organic",refrigerated,858
2-Ply Everyday Napkins,paper goods,859
